week,sku,weekly_sales,feat_main_page,color,price,vendor,functionality
2017-11-06,1,8.0,False,black,24.7,6,6
2017-11-13,1,17.0,False,black,26.89,6,6
2017-11-20,1,8.0,False,black,24.98,6,6
2017-11-27,1,7.0,False,black,26.49,6,6
2017-12-04,1,7.0,False,black,26.49,6,6
2017-12-11,1,9.0,False,black,23.04,6,6
2017-12-18,1,3.0,False,black,26.49,6,6
2017-12-25,1,10.0,False,black,27.49,6,6
2018-01-01,1,7.0,False,black,24.3,6,6
2018-01-08,1,13.0,False,black,25.49,6,6
2018-01-15,1,11.0,False,black,24.8,6,6
2018-01-22,1,6.0,False,black,26.49,6,6
2018-01-29,1,5.0,False,black,25.49,6,6
2018-02-05,1,7.0,False,black,26.49,6,6
2018-02-12,1,8.0,True,black,25.18,6,6
2018-02-19,1,3.0,False,black,25.43,6,6
2018-02-26,1,10.0,False,black,22.0,6,6
2018-03-05,1,14.0,False,black,27.49,6,6
2018-03-12,1,29.0,True,black,25.32,6,6
2018-03-19,1,26.0,False,black,25.49,6,6
2018-03-26,1,16.0,False,black,27.49,6,6
2018-04-02,1,28.0,True,black,27.49,6,6
2018-04-09,1,13.0,False,black,25.49,6,6
2018-04-16,1,15.0,False,black,25.49,6,6
2018-04-23,1,27.0,True,black,26.49,6,6
2018-04-30,1,13.0,False,black,27.49,6,6
2018-05-07,1,26.0,True,black,26.49,6,6
2018-05-14,1,20.0,False,black,25.49,6,6
2018-05-21,1,23.0,False,black,25.49,6,6
2018-05-28,1,21.0,False,black,27.49,6,6
2018-06-04,1,21.0,False,black,22.85,6,6
2018-06-11,1,22.0,False,black,22.85,6,6
2018-06-18,1,21.0,False,black,24.85,6,6
2018-06-25,1,23.0,False,black,24.85,6,6
2018-07-02,1,28.0,True,black,26.49,6,6
2018-07-09,1,16.0,False,black,25.49,6,6
2018-07-16,1,32.0,True,black,25.49,6,6
2018-07-23,1,17.0,True,black,21.42,6,6
2018-07-30,1,15.0,False,black,31.56,6,6
2018-08-06,1,18.0,False,black,31.56,6,6
2018-08-13,1,10.0,False,black,30.56,6,6
2018-08-20,1,16.0,False,black,30.56,6,6
2018-08-27,1,16.0,False,black,29.56,6,6
2018-09-03,1,15.0,False,black,31.56,6,6
2018-09-10,1,21.0,False,black,25.49,6,6
2018-09-17,1,32.0,True,black,22.05,6,6
2018-09-24,1,19.0,False,black,27.49,6,6
2016-10-31,2,9.0,False,blue,62.93,1,7
2016-11-07,2,6.0,False,blue,64.99,1,7
2016-11-14,2,2.0,False,blue,65.99,1,7
2016-11-21,2,2.0,False,blue,63.99,1,7
2016-11-28,2,6.0,False,blue,59.49,1,7
2016-12-05,2,2.0,False,blue,64.99,1,7
2016-12-12,2,8.0,False,blue,65.99,1,7
2016-12-19,2,3.0,False,blue,64.99,1,7
2016-12-26,2,3.0,False,blue,64.99,1,7
2017-01-02,2,1.0,False,blue,64.99,1,7
2017-01-09,2,3.0,False,blue,64.99,1,7
2017-01-16,2,3.0,False,blue,64.99,1,7
2017-01-23,2,8.0,False,blue,65.99,1,7
2017-01-30,2,2.0,False,blue,63.99,1,7
2017-02-06,2,3.0,False,blue,63.99,1,7
2017-02-13,2,7.0,False,blue,64.99,1,7
2017-02-20,2,2.0,False,blue,30.99,1,7
2017-02-27,2,4.0,True,blue,63.24,1,7
2017-03-06,2,8.0,True,blue,53.99,1,7
2017-03-13,2,8.0,False,blue,52.05,1,7
2017-03-20,2,8.0,False,blue,75.14,1,7
2017-03-27,2,2.0,False,blue,71.49,1,7
2017-04-03,2,3.0,False,blue,64.99,1,7
2017-04-10,2,6.0,False,blue,75.99,1,7
2017-04-17,2,5.0,False,blue,63.99,1,7
2017-04-24,2,4.0,True,blue,54.99,1,7
2017-05-01,2,23.0,True,blue,56.09,1,7
2017-05-08,2,3.0,False,blue,64.99,1,7
2017-05-15,2,27.0,True,blue,40.57,1,7
2017-05-22,2,7.0,True,blue,47.66,1,7
2017-05-29,2,7.0,False,blue,65.99,1,7
2017-06-05,2,7.0,False,blue,64.99,1,7
2017-06-12,2,3.0,False,blue,64.99,1,7
2017-06-19,2,1.0,False,blue,64.99,1,7
2017-06-26,2,6.0,False,blue,64.99,1,7
2017-07-03,2,5.0,False,blue,65.99,1,7
2017-07-10,2,7.0,False,blue,58.72,1,7
2017-07-17,2,6.0,False,blue,63.99,1,7
2017-07-24,2,9.0,False,blue,62.34,1,7
2017-07-31,2,3.0,False,blue,64.99,1,7
2017-08-07,2,3.0,False,blue,63.99,1,7
2017-08-14,2,9.0,False,blue,61.19,1,7
2017-08-21,2,2.0,False,blue,63.99,1,7
2017-08-28,2,6.0,False,blue,50.21,1,7
2017-09-04,2,4.0,False,blue,65.99,1,7
2017-09-11,2,5.0,False,blue,56.73,1,7
2017-09-18,2,7.0,False,blue,64.99,1,7
2017-09-25,2,13.0,False,blue,65.99,1,7
2017-10-02,2,3.0,False,blue,57.07,1,7
2017-10-09,2,6.0,False,blue,57.07,1,7
2017-10-16,2,5.0,False,blue,71.49,1,7
2017-10-23,2,1.0,False,blue,71.49,1,7
2017-10-30,2,6.0,False,blue,66.81,1,7
2017-11-06,2,6.0,False,blue,65.13,1,7
2017-11-13,2,6.0,False,blue,69.49,1,7
2017-11-20,2,2.0,False,blue,70.49,1,7
2017-11-27,2,2.0,False,blue,70.49,1,7
2017-12-04,2,3.0,False,blue,69.49,1,7
2017-12-11,2,3.0,False,blue,69.49,1,7
2017-12-18,2,5.0,False,blue,70.49,1,7
2017-12-25,2,8.0,False,blue,71.49,1,7
2018-01-01,2,2.0,False,blue,71.49,1,7
2018-01-08,2,3.0,False,blue,71.49,1,7
2018-01-15,2,6.0,False,blue,70.49,1,7
2018-01-22,2,2.0,False,blue,71.49,1,7
2018-01-29,2,9.0,False,blue,65.36,1,7
2018-02-05,2,8.0,False,blue,65.99,1,7
2018-02-12,2,8.0,False,blue,75.42,1,7
2018-02-19,2,49.0,True,blue,64.99,1,7
2018-02-26,2,48.0,False,blue,61.97,1,7
2018-03-05,2,27.0,False,blue,65.99,1,7
2018-03-12,2,52.0,False,blue,63.99,1,7
2018-03-19,2,34.0,False,blue,64.99,1,7
2018-03-26,2,9.0,False,blue,64.99,1,7
2018-04-02,2,10.0,True,blue,65.99,1,7
2018-04-09,2,9.0,False,blue,63.99,1,7
2018-04-16,2,12.0,False,blue,65.99,1,7
2018-04-23,2,10.0,False,blue,64.99,1,7
2018-04-30,2,18.0,False,blue,54.67,1,7
2018-05-07,2,16.0,False,blue,50.79,1,7
2018-05-14,2,11.0,False,blue,64.99,1,7
2018-05-21,2,12.0,False,blue,64.99,1,7
2018-05-28,2,15.0,False,blue,55.75,1,7
2018-06-04,2,17.0,False,blue,53.99,1,7
2018-06-11,2,15.0,False,blue,53.99,1,7
2018-06-18,2,12.0,False,blue,64.99,1,7
2018-06-25,2,14.0,False,blue,65.99,1,7
2018-07-02,2,2.0,False,blue,73.89,1,7
2018-07-09,2,4.0,False,blue,75.89,1,7
2018-07-16,2,5.0,False,blue,75.89,1,7
2018-07-23,2,8.0,False,blue,69.77,1,7
2018-07-30,2,7.0,False,blue,71.09,1,7
2018-08-06,2,6.0,False,blue,73.89,1,7
2018-08-13,2,5.0,False,blue,70.09,1,7
2018-08-20,2,5.0,False,blue,75.89,1,7
2018-08-27,2,4.0,False,blue,75.89,1,7
2018-09-03,2,10.0,False,blue,73.89,1,7
2018-09-10,2,9.0,False,blue,59.37,1,7
2018-09-17,2,11.0,False,blue,57.39,1,7
2018-09-24,2,11.0,False,blue,63.99,1,7
2016-10-31,3,6.0,False,purple,103.9,1,7
2016-11-07,3,3.0,False,purple,109.99,1,7
2016-11-14,3,38.0,False,purple,73.02,1,7
2016-11-21,3,18.0,False,purple,77.25,1,7
2016-11-28,3,17.0,False,purple,81.49,1,7
2016-12-05,3,8.0,False,purple,84.78,1,7
2016-12-12,3,9.0,False,purple,86.88,1,7
2016-12-19,3,12.0,False,purple,81.1,1,7
2016-12-26,3,14.0,False,purple,80.49,1,7
2017-01-02,3,5.0,False,purple,91.66,1,7
2017-01-09,3,7.0,False,purple,107.99,1,7
2017-01-16,3,3.0,False,purple,108.99,1,7
2017-01-23,3,8.0,False,purple,107.99,1,7
2017-01-30,3,3.0,False,purple,109.99,1,7
2017-02-06,3,3.0,False,purple,107.99,1,7
2017-02-13,3,8.0,False,purple,102.94,1,7
2017-02-20,3,9.0,False,purple,54.99,1,7
2017-02-27,3,7.0,False,purple,109.99,1,7
2017-03-06,3,5.0,False,purple,108.99,1,7
2017-03-13,3,6.0,False,purple,108.99,1,7
2017-03-20,3,8.0,False,purple,107.99,1,7
2017-03-27,3,11.0,False,purple,108.99,1,7
2017-04-03,3,3.0,False,purple,107.99,1,7
2017-04-10,3,10.0,False,purple,109.99,1,7
2017-04-17,3,6.0,False,purple,108.99,1,7
2017-04-24,3,9.0,False,purple,62.97,1,7
2017-05-01,3,8.0,False,purple,107.89,1,7
2017-05-08,3,5.0,False,purple,107.99,1,7
2017-05-15,3,7.0,False,purple,108.99,1,7
2017-05-22,3,9.0,True,purple,100.27,1,7
2017-05-29,3,11.0,True,purple,85.99,1,7
2017-06-05,3,3.0,False,purple,109.99,1,7
2017-06-12,3,6.0,False,purple,109.99,1,7
2017-06-19,3,5.0,False,purple,108.99,1,7
2017-06-26,3,8.0,False,purple,107.99,1,7
2017-07-03,3,7.0,False,purple,109.99,1,7
2017-07-10,3,12.0,False,purple,92.49,1,7
2017-07-17,3,6.0,True,purple,86.07,1,7
2017-07-24,3,15.0,True,purple,88.74,1,7
2017-07-31,3,11.0,False,purple,109.99,1,7
2017-08-07,3,12.0,False,purple,109.99,1,7
2017-08-14,3,4.0,False,purple,108.99,1,7
2017-08-21,3,9.0,False,purple,107.99,1,7
2017-08-28,3,6.0,False,purple,107.99,1,7
2017-09-04,3,9.0,False,purple,89.66,1,7
2017-09-11,3,3.0,False,purple,108.99,1,7
2017-09-18,3,3.0,False,purple,107.99,1,7
2017-09-25,3,10.0,False,purple,98.36,1,7
2017-10-02,3,4.0,False,purple,109.99,1,7
2017-10-09,3,10.0,False,purple,107.99,1,7
2017-10-16,3,6.0,False,purple,107.99,1,7
2017-10-23,3,10.0,False,purple,106.01,1,7
2017-10-30,3,2.0,False,purple,109.99,1,7
2017-11-06,3,6.0,False,purple,102.31,1,7
2017-11-13,3,9.0,False,purple,102.07,1,7
2017-11-20,3,7.0,False,purple,108.1,1,7
2017-11-27,3,6.0,False,purple,109.99,1,7
2017-12-04,3,5.0,False,purple,105.59,1,7
2017-12-11,3,9.0,False,purple,107.99,1,7
2017-12-18,3,7.0,False,purple,104.59,1,7
2017-12-25,3,5.0,False,purple,107.99,1,7
2018-01-01,3,6.0,False,purple,101.39,1,7
2018-01-08,3,12.0,False,purple,102.02,1,7
2018-01-15,3,6.0,False,purple,105.35,1,7
2018-01-22,3,7.0,False,purple,103.39,1,7
2018-01-29,3,5.0,False,purple,104.69,1,7
2018-02-05,3,8.0,False,purple,105.08,1,7
2018-02-12,3,16.0,False,purple,109.99,1,7
2018-02-19,3,7.0,False,purple,101.39,1,7
2018-02-26,3,8.0,False,purple,104.03,1,7
2018-03-05,3,11.0,False,purple,108.99,1,7
2018-03-12,3,13.0,False,purple,104.59,1,7
2018-03-19,3,14.0,False,purple,106.09,1,7
2018-03-26,3,16.0,False,purple,107.3,1,7
2018-04-02,3,12.0,False,purple,106.52,1,7
2018-04-09,3,6.0,False,purple,108.99,1,7
2018-04-16,3,13.0,False,purple,107.99,1,7
2018-04-23,3,8.0,False,purple,108.99,1,7
2018-04-30,3,14.0,False,purple,108.99,1,7
2018-05-07,3,18.0,False,purple,94.28,1,7
2018-05-14,3,22.0,True,purple,108.99,1,7
2018-05-21,3,13.0,False,purple,108.99,1,7
2018-05-28,3,15.0,False,purple,109.99,1,7
2018-06-04,3,20.0,True,purple,109.25,1,7
2018-06-11,3,20.0,False,purple,111.19,1,7
2018-06-18,3,14.0,False,purple,110.19,1,7
2018-06-25,3,26.0,True,purple,109.99,1,7
2018-07-02,3,16.0,True,purple,108.99,1,7
2018-07-09,3,15.0,True,purple,109.99,1,7
2018-07-16,3,35.0,True,purple,107.99,1,7
2018-07-23,3,25.0,False,purple,109.99,1,7
2018-07-30,3,20.0,True,purple,108.99,1,7
2018-08-06,3,13.0,False,purple,109.99,1,7
2018-08-13,3,22.0,False,purple,108.99,1,7
2018-08-20,3,24.0,True,purple,108.99,1,7
2018-08-27,3,15.0,True,purple,109.99,1,7
2018-09-03,3,14.0,False,purple,109.99,1,7
2018-09-10,3,18.0,True,purple,107.16,1,7
2018-09-17,3,9.0,False,purple,107.99,1,7
2018-09-24,3,11.0,False,purple,107.99,1,7
2016-10-31,4,28.0,False,red,13.2,6,6
2016-11-07,4,19.0,True,red,12.25,6,6
2016-11-14,4,9.0,True,red,14.29,6,6
2016-11-21,4,14.0,True,red,14.29,6,6
2016-11-28,4,7.0,True,red,12.29,6,6
2016-12-05,4,10.0,True,red,13.29,6,6
2016-12-12,4,14.0,True,red,13.88,6,6
2016-12-19,4,23.0,True,red,14.29,6,6
2016-12-26,4,15.0,True,red,13.29,6,6
2017-01-02,4,9.0,True,red,14.65,6,6
2017-01-09,4,17.0,True,red,14.29,6,6
2017-01-16,4,5.0,True,red,13.29,6,6
2017-01-23,4,6.0,True,red,12.29,6,6
2017-01-30,4,10.0,True,red,15.14,6,6
2017-02-06,4,11.0,True,red,12.29,6,6
2017-02-13,4,4.0,True,red,13.29,6,6
2017-02-20,4,9.0,True,red,13.29,6,6
2017-02-27,4,7.0,False,red,20.99,6,6
2017-03-06,4,8.0,False,red,20.99,6,6
2017-03-13,4,10.0,True,red,14.29,6,6
2017-03-20,4,11.0,False,red,18.63,6,6
2017-03-27,4,7.0,True,red,16.49,6,6
2017-04-03,4,6.0,False,red,18.45,6,6
2017-04-10,4,9.0,True,red,12.29,6,6
2017-04-17,4,9.0,True,red,12.29,6,6
2017-04-24,4,7.0,False,red,21.99,6,6
2017-05-01,4,8.0,False,red,19.99,6,6
2017-05-08,4,3.0,False,red,19.99,6,6
2017-05-15,4,7.0,False,red,19.71,6,6
2017-05-22,4,9.0,True,red,14.29,6,6
2017-05-29,4,23.0,True,red,13.96,6,6
2017-06-05,4,9.0,False,red,18.08,6,6
2017-06-12,4,9.0,True,red,15.49,6,6
2017-06-19,4,3.0,False,red,24.29,6,6
2017-06-26,4,6.0,False,red,22.53,6,6
2017-07-03,4,7.0,False,red,23.29,6,6
2017-07-10,4,6.0,False,red,25.29,6,6
2017-07-17,4,4.0,False,red,25.29,6,6
2017-07-24,4,7.0,False,red,23.29,6,6
2017-07-31,4,1.0,False,red,23.01,6,6
2017-08-07,4,2.0,False,red,25.29,6,6
2017-08-14,4,5.0,True,red,17.68,6,6
2017-08-21,4,1.0,False,red,25.29,6,6
2017-08-28,4,7.0,False,red,25.29,6,6
2017-09-04,4,6.0,False,red,25.29,6,6
2017-09-11,4,5.0,False,red,25.29,6,6
2017-09-18,4,7.0,True,red,19.89,6,6
2017-09-25,4,4.0,False,red,24.29,6,6
2017-10-02,4,2.0,False,red,18.89,6,6
2017-10-09,4,5.0,True,red,15.49,6,6
2017-10-16,4,4.0,False,red,23.29,6,6
2017-10-23,4,5.0,False,red,24.19,6,6
2017-10-30,4,5.0,False,red,22.72,6,6
2017-11-06,4,5.0,True,red,19.79,6,6
2017-11-13,4,5.0,False,red,22.19,6,6
2017-11-20,4,6.0,False,red,24.19,6,6
2017-11-27,4,7.0,False,red,12.19,6,6
2017-12-04,4,14.0,True,red,12.49,6,6
2017-12-11,4,7.0,True,red,14.49,6,6
2017-12-18,4,2.0,False,red,18.34,6,6
2017-12-25,4,11.0,True,red,13.7,6,6
2018-01-01,4,7.0,False,red,23.19,6,6
2018-01-08,4,6.0,False,red,24.19,6,6
2018-01-15,4,7.0,False,red,23.19,6,6
2018-01-22,4,7.0,False,red,23.19,6,6
2018-01-29,4,7.0,False,red,23.19,6,6
2018-02-05,4,6.0,True,red,24.19,6,6
2018-02-12,4,4.0,False,red,21.99,6,6
2018-02-19,4,5.0,True,red,19.99,6,6
2018-02-26,4,7.0,True,red,19.99,6,6
2018-03-05,4,13.0,False,red,19.99,6,6
2018-03-12,4,11.0,False,red,21.99,6,6
2018-03-19,4,13.0,True,red,19.99,6,6
2018-03-26,4,14.0,False,red,18.34,6,6
2018-04-02,4,8.0,True,red,19.79,6,6
2018-04-09,4,8.0,False,red,20.99,6,6
2018-04-16,4,10.0,True,red,20.99,6,6
2018-04-23,4,9.0,True,red,20.99,6,6
2018-04-30,4,8.0,False,red,19.79,6,6
2018-05-07,4,17.0,True,red,20.99,6,6
2018-05-14,4,12.0,True,red,21.99,6,6
2018-05-21,4,15.0,True,red,21.99,6,6
2018-05-28,4,12.0,False,red,19.79,6,6
2018-06-04,4,10.0,False,red,19.99,6,6
2018-06-11,4,17.0,False,red,17.79,6,6
2018-06-18,4,14.0,False,red,17.79,6,6
2018-06-25,4,18.0,True,red,18.79,6,6
2018-07-02,4,13.0,True,red,17.79,6,6
2018-07-09,4,10.0,True,red,19.79,6,6
2018-07-16,4,4.0,False,red,26.49,6,6
2018-07-23,4,14.0,True,red,22.54,6,6
2018-07-30,4,4.0,True,red,26.49,6,6
2018-08-06,4,11.0,True,red,26.72,6,6
2018-08-13,4,11.0,True,red,25.49,6,6
2018-08-20,4,7.0,False,red,19.79,6,6
2018-08-27,4,6.0,False,red,18.79,6,6
2018-09-03,4,12.0,True,red,27.49,6,6
2018-09-10,4,14.0,False,red,15.32,6,6
2018-09-17,4,10.0,True,red,21.99,6,6
2018-09-24,4,9.0,True,red,27.49,6,6
2016-10-31,5,9.0,True,red,8.77,10,6
2016-11-07,5,22.0,True,red,7.16,10,6
2016-11-14,5,23.0,True,red,8.08,10,6
2016-11-21,5,16.0,True,red,8.99,10,6
2016-11-28,5,36.0,True,red,8.1,10,6
2016-12-05,5,18.0,True,red,6.18,10,6
2016-12-12,5,15.0,True,red,8.06,10,6
2016-12-19,5,11.0,True,red,8.41,10,6
2016-12-26,5,11.0,True,red,3.88,10,6
2017-01-02,5,5.0,False,red,8.24,10,6
2017-01-09,5,8.0,False,red,7.42,10,6
2017-01-16,5,1.0,False,red,15.49,10,6
2017-01-23,5,3.0,False,red,16.49,10,6
2017-01-30,5,1.0,False,red,16.49,10,6
2017-02-06,5,4.0,True,red,9.99,10,6
2017-02-13,5,2.0,True,red,9.99,10,6
2017-02-20,5,12.0,True,red,8.99,10,6
2017-02-27,5,7.0,True,red,9.68,10,6
2017-03-06,5,5.0,False,red,8.99,10,6
2017-03-13,5,6.0,True,red,8.99,10,6
2017-03-20,5,3.0,True,red,9.99,10,6
2017-03-27,5,2.0,False,red,16.49,10,6
2017-04-03,5,9.0,True,red,9.99,10,6
2017-04-10,5,5.0,False,red,10.99,10,6
2017-04-17,5,7.0,True,red,10.99,10,6
2017-04-24,5,5.0,False,red,10.99,10,6
2017-05-01,5,13.0,True,red,10.99,10,6
2017-05-08,5,8.0,False,red,15.49,10,6
2017-05-15,5,13.0,True,red,9.99,10,6
2017-05-22,5,4.0,True,red,8.99,10,6
2017-05-29,5,7.0,True,red,8.99,10,6
2017-06-05,5,2.0,True,red,9.99,10,6
2017-06-12,5,6.0,True,red,8.99,10,6
2017-06-19,5,14.0,True,red,9.99,10,6
2017-06-26,5,7.0,True,red,9.99,10,6
2017-07-03,5,9.0,True,red,9.99,10,6
2017-07-10,5,6.0,True,red,10.99,10,6
2017-07-17,5,5.0,False,red,16.49,10,6
2017-07-24,5,6.0,True,red,8.99,10,6
2017-07-31,5,4.0,False,red,16.49,10,6
2017-08-07,5,5.0,True,red,10.99,10,6
2017-08-14,5,3.0,True,red,8.99,10,6
2017-08-21,5,4.0,True,red,9.99,10,6
2017-08-28,5,3.0,False,red,16.49,10,6
2017-09-04,5,3.0,True,red,10.99,10,6
2017-09-11,5,9.0,True,red,8.99,10,6
2017-09-18,5,5.0,True,red,8.99,10,6
2017-09-25,5,3.0,True,red,8.99,10,6
2017-10-02,5,1.0,False,red,16.49,10,6
2017-10-09,5,2.0,True,red,9.99,10,6
2017-10-16,5,5.0,True,red,10.99,10,6
2017-10-23,5,6.0,False,red,15.49,10,6
2017-10-30,5,1.0,False,red,15.49,10,6
2017-11-06,5,5.0,True,red,10.99,10,6
2017-11-13,5,14.0,True,red,8.99,10,6
2017-11-20,5,5.0,False,red,16.49,10,6
2017-11-27,5,8.0,False,red,13.66,10,6
2017-12-04,5,11.0,True,red,10.45,10,6
2017-12-11,5,16.0,True,red,9.62,10,6
2017-12-18,5,2.0,False,red,8.99,10,6
2017-12-25,5,3.0,True,red,9.99,10,6
2018-01-01,5,8.0,False,red,11.74,10,6
2018-01-08,5,7.0,True,red,11.77,10,6
2018-01-15,5,7.0,False,red,13.66,10,6
2018-01-22,5,11.0,True,red,8.99,10,6
2018-01-29,5,7.0,True,red,10.99,10,6
2018-02-05,5,11.0,True,red,10.99,10,6
2018-02-12,5,10.0,True,red,9.99,10,6
2018-02-19,5,5.0,True,red,11.36,10,6
2018-02-26,5,9.0,True,red,15.39,10,6
2018-03-05,5,13.0,True,red,8.99,10,6
2018-03-12,5,15.0,True,red,8.99,10,6
2018-03-19,5,27.0,True,red,10.99,10,6
2018-03-26,5,9.0,True,red,14.49,10,6
2018-04-02,5,12.0,True,red,8.99,10,6
2018-04-09,5,10.0,True,red,10.99,10,6
2018-04-16,5,16.0,True,red,9.89,10,6
2018-04-23,5,13.0,True,red,8.89,10,6
2018-04-30,5,16.0,False,red,12.02,10,6
2018-05-07,5,14.0,True,red,8.99,10,6
2018-05-14,5,12.0,True,red,11.74,10,6
2018-05-21,5,18.0,True,red,10.99,10,6
2018-05-28,5,24.0,False,red,10.38,10,6
2018-06-04,5,12.0,False,red,10.99,10,6
2018-06-11,5,21.0,False,red,10.99,10,6
2018-06-18,5,17.0,True,red,15.49,10,6
2018-06-25,5,19.0,True,red,15.27,10,6
2018-07-02,5,11.0,True,red,9.99,10,6
2018-07-09,5,9.0,True,red,10.99,10,6
2018-07-16,5,5.0,False,red,16.49,10,6
2018-07-23,5,7.0,True,red,16.49,10,6
2018-07-30,5,7.0,True,red,9.99,10,6
2018-08-06,5,17.0,True,red,8.99,10,6
2018-08-13,5,13.0,True,red,8.99,10,6
2018-08-20,5,10.0,True,red,11.74,10,6
2018-08-27,5,11.0,True,red,10.09,10,6
2018-09-03,5,13.0,True,red,10.99,10,6
2018-09-10,5,10.0,True,red,8.99,10,6
2018-09-17,5,8.0,False,red,8.99,10,6
2018-09-24,5,7.0,False,red,10.99,10,6
2016-10-31,6,12.0,False,blue,30.79,3,4
2016-11-07,6,28.0,False,blue,27.18,3,4
2016-11-14,6,20.0,True,blue,20.99,3,4
2016-11-21,6,18.0,True,blue,34.18,3,4
2016-11-28,6,59.0,True,blue,20.94,3,4
2016-12-05,6,41.0,True,blue,19.86,3,4
2016-12-12,6,119.0,True,blue,17.1,3,4
2016-12-19,6,60.0,True,blue,16.91,3,4
2016-12-26,6,60.0,True,blue,20.99,3,4
2017-01-02,6,38.0,True,blue,20.41,3,4
2017-01-09,6,11.0,False,blue,28.79,3,4
2017-01-16,6,8.0,False,blue,28.79,3,4
2017-01-23,6,10.0,False,blue,30.79,3,4
2017-01-30,6,17.0,False,blue,30.79,3,4
2017-02-06,6,9.0,False,blue,28.79,3,4
2017-02-13,6,5.0,False,blue,30.79,3,4
2017-02-20,6,8.0,False,blue,30.79,3,4
2017-02-27,6,9.0,False,blue,26.86,3,4
2017-03-06,6,7.0,False,blue,29.79,3,4
2017-03-13,6,9.0,False,blue,29.79,3,4
2017-03-20,6,9.0,False,blue,28.53,3,4
2017-03-27,6,15.0,False,blue,28.79,3,4
2017-04-03,6,11.0,False,blue,30.79,3,4
2017-04-10,6,15.0,False,blue,30.79,3,4
2017-04-17,6,10.0,False,blue,33.21,3,4
2017-04-24,6,17.0,False,blue,27.17,3,4
2017-05-01,6,17.0,False,blue,29.66,3,4
2017-05-08,6,27.0,False,blue,29.58,3,4
2017-05-15,6,23.0,False,blue,30.7,3,4
2017-05-22,6,14.0,False,blue,28.79,3,4
2017-05-29,6,39.0,False,blue,30.71,3,4
2017-06-05,6,10.0,False,blue,30.79,3,4
2017-06-12,6,15.0,False,blue,30.79,3,4
2017-06-19,6,13.0,False,blue,29.79,3,4
2017-06-26,6,15.0,False,blue,30.79,3,4
2017-07-03,6,18.0,False,blue,28.79,3,4
2017-07-10,6,7.0,False,blue,29.79,3,4
2017-07-17,6,11.0,False,blue,30.79,3,4
2017-07-24,6,10.0,False,blue,28.79,3,4
2017-07-31,6,28.0,False,blue,28.13,3,4
2017-08-07,6,3.0,False,blue,29.79,3,4
2017-08-14,6,4.0,False,blue,56.19,3,4
2017-08-21,6,5.0,False,blue,56.19,3,4
2017-08-28,6,7.0,False,blue,55.19,3,4
2017-09-04,6,4.0,False,blue,57.19,3,4
2017-09-11,6,9.0,False,blue,57.19,3,4
2017-09-18,6,7.0,False,blue,44.2,3,4
